trade_index,datetime_utc,victim_size_usd,front_run_size_usd,victim_cost_baseline,victim_cost_actual,front_run_shares,back_run_revenue,attacker_profit,shares_lost,expected_value_lost,price_before,price_after_frontrun,price_after_victim,price_after_backrun,market,b,front_run_multiplier,min_victim_size_usd,price_impact
158,2025-06-20 01:01:00+00:00,52.0,26.0,52.0,52.0,25.999999999996362,26.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
159,2025-06-20 01:01:16+00:00,100.0,50.0,100.0,100.0,49.99999999999636,50.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
160,2025-06-20 01:01:22+00:00,128.0,64.0,128.0,128.0,63.99999999999636,64.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
161,2025-06-20 01:01:22+00:00,302.0,151.0,302.0,302.0,150.99999999999636,151.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
162,2025-06-20 01:01:34+00:00,500.0,250.0,500.0,500.0,249.99999999999636,250.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
164,2025-06-20 01:03:02+00:00,256.0,128.0,256.0,256.0,127.99999999999636,128.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
165,2025-06-20 01:03:04+00:00,500.0,250.0,500.0,500.0,249.99999999999636,250.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
166,2025-06-20 01:03:06+00:00,500.0,250.0,500.0,500.0,249.99999999999636,250.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
167,2025-06-20 01:03:10+00:00,500.0,250.0,500.0,500.0,249.99999999999636,250.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
168,2025-06-20 01:03:16+00:00,219.96,109.97999999999593,219.9600000000064,219.9600000000064,109.97999999999956,109.97999999999593,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
171,2025-06-20 01:06:28+00:00,110.0,55.0,110.0,110.0,54.99999999999636,55.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
176,2025-06-20 01:26:38+00:00,68.51,34.25500000000466,68.50999999999476,68.50999999999476,34.25500000000102,34.25500000000466,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
179,2025-06-20 01:41:56+00:00,1000.0,500.0,1000.0,1000.0,499.99999999999636,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
184,2025-06-20 01:43:38+00:00,1085.83,542.9149999999936,1085.8300000000017,1085.8300000000017,542.9149999999972,542.9149999999936,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
185,2025-06-20 01:43:54+00:00,69.97,34.98500000000058,69.97000000000116,69.97000000000116,34.984999999996944,34.98500000000058,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
186,2025-06-20 01:44:20+00:00,100.0,50.0,100.0,100.0,49.99999999999636,50.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
187,2025-06-20 01:44:22+00:00,100.0,50.0,100.0,100.0,49.99999999999636,50.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
189,2025-06-20 01:44:28+00:00,60.0,30.0,60.0,60.0,29.999999999996362,30.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
190,2025-06-20 01:44:30+00:00,100.0,50.0,100.0,100.0,49.99999999999636,50.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
191,2025-06-20 01:44:30+00:00,100.0,50.0,100.0,100.0,49.99999999999636,50.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
192,2025-06-20 01:44:32+00:00,100.0,50.0,100.0,100.0,49.99999999999636,50.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
193,2025-06-20 01:44:40+00:00,977.0,488.5,977.0,977.0,488.49999999999636,488.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
194,2025-06-20 01:44:56+00:00,603.0,301.5,603.0,603.0,301.49999999999636,301.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
201,2025-06-20 02:40:26+00:00,64.15,32.07499999999709,64.14999999999418,64.14999999999418,32.07500000000073,32.07499999999709,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
205,2025-06-20 02:41:40+00:00,76.54,38.270000000004075,76.5399999999936,76.5399999999936,38.27000000000044,38.270000000004075,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
209,2025-06-20 08:16:49+00:00,57.692306,28.84615300000587,57.69230599999719,57.69230599999719,28.846153000002232,28.84615300000587,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
210,2025-06-20 12:39:47+00:00,188.461537,94.2307684999978,188.4615369999956,188.4615369999956,94.23076850000143,94.2307684999978,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
211,2025-06-20 15:29:08+00:00,50.0,25.0,50.0,50.0,24.999999999996362,25.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
213,2025-06-20 16:26:14+00:00,200.0,100.0,200.0,200.0,99.99999999999636,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
214,2025-06-21 02:37:53+00:00,68.13,34.06500000000233,68.13000000000466,68.13000000000466,34.06499999999869,34.06500000000233,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
216,2025-06-21 02:47:07+00:00,144.0,72.0,144.0,144.0,71.99999999999636,72.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
217,2025-06-21 05:06:05+00:00,1679.073665,839.5368325000018,1679.0736650000035,1679.0736650000035,839.5368324999981,839.5368325000018,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
221,2025-06-21 08:29:49+00:00,83.0,41.5,83.0,83.0,41.49999999999636,41.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
223,2025-06-22 01:39:27+00:00,139.0,69.5,139.0,139.0,69.49999999999636,69.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
224,2025-06-22 06:11:52+00:00,103.333332,51.666666000004625,103.3333319999947,103.3333319999947,51.66666600000099,51.666666000004625,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
225,2025-06-22 12:16:58+00:00,100.0,50.0,100.0,100.0,49.99999999999636,50.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
226,2025-06-22 15:49:25+00:00,500.0,250.0,500.0,500.0,249.99999999999636,250.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
228,2025-06-22 18:37:31+00:00,100.0,50.0,100.00000000000728,100.00000000000728,49.99999999998181,49.99999999998545,-1.4551915228366852e-11,-1.4551915228366852e-11,-1.4551915228366852e-11,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
230,2025-06-22 19:57:03+00:00,229.0,114.50000000000728,228.99999999998545,229.0,114.49999999999636,114.50000000000728,0.0,-7.275957614183426e-12,-7.275957614183426e-12,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
232,2025-06-22 23:30:49+00:00,99.462257,49.7311284999887,99.46225699999923,99.46225700001378,49.73112849999234,49.73112850000325,1.4551915228366852e-11,7.275957614183426e-12,7.275957614183426e-12,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
233,2025-06-22 23:57:15+00:00,387.903224,193.9516119999971,387.9032240000015,387.9032240000088,193.95161199999347,193.95161199998984,-7.275957614183426e-12,-1.4551915228366852e-11,-1.4551915228366852e-11,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
234,2025-06-22 23:58:35+00:00,364.733332,182.366666000009,364.7333319999889,364.7333320000107,182.36666599999808,182.366666000009,0.0,-1.8189894035458565e-11,-1.8189894035458565e-11,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
235,2025-06-23 00:05:51+00:00,906.4,453.20000000000437,906.3999999999869,906.3999999999942,453.1999999999898,453.19999999998254,-2.1827872842550278e-11,-1.4551915228366852e-11,-1.4551915228366852e-11,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
237,2025-06-23 00:06:03+00:00,192.12,96.05999999999767,192.11999999999534,192.11999999999534,96.06000000000495,96.05999999999767,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
238,2025-06-23 00:10:59+00:00,222.0,111.0,222.0,222.0,110.99999999999272,111.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
239,2025-06-23 00:11:43+00:00,278.0,139.0,278.0,278.0,138.99999999999272,139.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
240,2025-06-23 00:11:45+00:00,500.0,250.0,500.0,500.0,249.99999999999272,250.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
243,2025-06-23 00:13:55+00:00,486.0,243.0,486.0,486.0,242.99999999999272,243.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
244,2025-06-23 00:16:51+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
246,2025-06-23 00:16:55+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
247,2025-06-23 00:16:57+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
248,2025-06-23 00:17:03+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
249,2025-06-23 00:17:05+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
250,2025-06-23 00:17:07+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
251,2025-06-23 00:17:13+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
252,2025-06-23 00:17:15+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
253,2025-06-23 00:17:23+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
255,2025-06-23 00:19:07+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
256,2025-06-23 00:19:09+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
257,2025-06-23 00:19:11+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
258,2025-06-23 00:19:13+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
259,2025-06-23 00:19:13+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
260,2025-06-23 00:19:13+00:00,100.0,50.0,100.0,100.0,49.999999999992724,50.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
261,2025-06-23 00:19:29+00:00,346.0,173.0,346.0,346.0,172.99999999999272,173.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
262,2025-06-23 00:21:15+00:00,80.0,40.0,80.0,80.0,39.999999999992724,40.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
263,2025-06-23 00:22:43+00:00,260.0,130.0,260.0,260.0,129.99999999999272,130.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
264,2025-06-23 00:22:57+00:00,239.91,119.9549999999872,239.9100000000035,239.9100000000035,119.95499999999447,119.9549999999872,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
266,2025-06-23 00:25:23+00:00,395.0,197.5,395.0,395.0,197.49999999999272,197.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
268,2025-06-23 00:32:11+00:00,100.0,50.0,100.0,100.0,49.999999999992724,50.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
269,2025-06-23 00:34:53+00:00,9791.15,4895.575000000012,9791.149999999994,9791.149999999994,4895.575000000004,4895.575000000012,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
271,2025-06-23 00:40:47+00:00,80.0,40.0,80.0,80.0,39.999999999992724,40.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
272,2025-06-23 00:51:27+00:00,53.846152,26.923076000006404,53.84615200001281,53.84615200001281,26.923075999999128,26.923076000006404,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
274,2025-06-23 00:56:07+00:00,100.0,50.0,100.0,100.0,49.999999999992724,50.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
275,2025-06-23 00:56:35+00:00,52.0,26.0,52.0,52.0,25.999999999992724,26.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
277,2025-06-23 00:56:41+00:00,453.0,226.5,453.0,453.0,226.49999999999272,226.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
280,2025-06-23 00:58:33+00:00,539.0,269.5,539.0,539.0,269.4999999999927,269.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
281,2025-06-23 01:01:31+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
282,2025-06-23 01:01:33+00:00,660.0,330.0,660.0,660.0,329.9999999999927,330.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
283,2025-06-23 01:06:09+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
284,2025-06-23 01:06:11+00:00,2930.0,1465.0,2930.0,2930.0,1464.9999999999927,1465.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
285,2025-06-23 01:06:11+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
286,2025-06-23 01:10:31+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
287,2025-06-23 01:10:37+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
288,2025-06-23 01:10:39+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
289,2025-06-23 01:10:45+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
290,2025-06-23 01:16:53+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
291,2025-06-23 01:19:23+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
292,2025-06-23 01:23:25+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
293,2025-06-23 01:23:25+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
295,2025-06-23 01:34:03+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
296,2025-06-23 01:34:03+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
297,2025-06-23 01:34:09+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
298,2025-06-23 01:34:11+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
299,2025-06-23 01:34:11+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
300,2025-06-23 01:34:13+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
301,2025-06-23 01:34:13+00:00,1200.0,600.0,1200.0,1200.0,599.9999999999927,600.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
302,2025-06-23 01:34:19+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
303,2025-06-23 01:34:19+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
304,2025-06-23 01:34:19+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
305,2025-06-23 01:40:33+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
306,2025-06-23 01:46:23+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
307,2025-06-23 01:46:23+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
308,2025-06-23 01:46:25+00:00,200.0,100.0,200.0,200.0,99.99999999999272,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
309,2025-06-23 01:46:25+00:00,1000.0,500.0,1000.0,1000.0,499.9999999999927,500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
310,2025-06-23 01:46:29+00:00,1220.0,610.0,1220.0,1220.0,609.9999999999927,610.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
311,2025-06-23 01:49:19+00:00,71.42857,35.71428499999456,71.42856999998912,71.42856999998912,35.71428500000184,35.71428499999456,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
313,2025-06-23 01:50:25+00:00,500.0,250.0,500.0,500.0,249.99999999999272,250.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
315,2025-06-23 02:01:33+00:00,125.0,62.5,125.0,125.0,62.499999999992724,62.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
316,2025-06-23 02:12:17+00:00,100.0,50.0,100.0,100.0,49.999999999992724,50.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
317,2025-06-23 02:25:17+00:00,2888.571427,1444.285713499994,2888.571427000017,2888.571427000017,1444.2857135000013,1444.285713499994,0.0,0.0,0.0,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
318,2025-06-23 02:29:21+00:00,1271.666665,635.8333324999985,1271.6666650000261,1271.666664999997,635.8333325000203,635.8333324999985,0.0,1.4551915228366852e-11,1.4551915228366852e-11,1.0,1.0,1.0,1.0,NBA Finals Thunder vs Pacers,250.0,0.5,50.0,0.0
27,2025-06-02 08:19:24+00:00,1000.0,500.00000000000006,999.9999999999998,999.9999999999998,539.7742661084169,538.9858695847852,38.98586958478512,39.11478613297527,32.61077876538629,0.8337199813523753,0.9774964465797343,0.9995878330418411,0.9964405120335538,NBA Finals Thunder vs Pacers,250.0,0.5,100.0,0.14377646522735898
30,2025-06-02 08:38:24+00:00,109.388887,54.694443500000034,109.38888700000007,109.38888699999984,54.85572671401394,54.75158832641432,0.05714482641428731,0.05726586415244128,0.05707840824826651,0.9967265681405634,0.9973697966597918,0.9983019074174554,0.9978861478126311,NBA Finals Thunder vs Pacers,250.0,0.5,100.0,0.0006432285192283782
37,2025-06-02 11:30:46+00:00,121.0,60.5,120.99999999999977,120.99999999999977,60.54868112862448,60.518677185582646,0.018677185582646416,0.018687611544464744,0.018670695514614193,0.9990947997923489,0.9992893669850622,0.9995620274911792,0.99944207148107,NBA Finals Thunder vs Pacers,250.0,0.5,100.0,0.0001945671927132686
47,2025-06-02 18:18:33+00:00,121.0,60.5,120.99999999999955,120.99999999999955,60.51981396439385,60.50760217088282,0.007602170882819337,0.007603898342040338,0.007601095492399707,0.9996313930677986,0.9997106228507867,0.9998216530426082,0.9997728157730996,NBA Finals Thunder vs Pacers,250.0,0.5,100.0,7.922978298813277e-05
48,2025-06-02 19:52:37+00:00,3887.01,1943.5049999999992,3887.0099999999998,3887.0099999999998,1943.5617786254425,1943.5617786153998,0.05677861540061713,0.056778615404255106,0.05676571619841002,0.9997728157730996,0.9999999044646306,0.9999999999999831,0.9999999999598164,NBA Finals Thunder vs Pacers,250.0,0.5,100.0,0.00022708869153098554
49,2025-06-03 02:37:14+00:00,1247.44,623.7200000000003,1247.4399999999996,1247.4399999999996,623.7200000092175,623.7200000091552,9.154973668046296e-09,9.154973668046296e-09,9.154973667678415e-09,0.9999999999598164,0.9999999999966847,0.9999999999999774,0.9999999999997264,NBA Finals Thunder vs Pacers,250.0,0.5,100.0,3.68682862017522e-11
50,2025-06-03 11:16:40+00:00,762.5,381.2499999999991,762.4999999999991,762.5,381.2500000000532,381.2500000000491,5.002220859751105e-11,5.047695594839752e-11,5.047695594838371e-11,0.9999999999997264,0.9999999999999405,0.9999999999999971,0.9999999999999871,NBA Finals Thunder vs Pacers,250.0,0.5,100.0,2.1405099914773018e-13
