market,b,front_run_multiplier,min_victim_size_usd,attacks_simulated,profitable_attacks,avg_attacker_profit,total_attacker_profit,max_attacker_profit,avg_shares_lost,total_shares_lost,avg_expected_value_lost,total_expected_value_lost,avg_price_impact,max_price_impact
NFL SEA vs NE,100.0,5.0,200.0,42,5,16.447036378528406,690.7755278981931,690.7755278982113,16.447036378528992,690.7755278982177,0.016447036378593894,0.6907755279009435,0.023785714285714285,0.999
NFL SEA vs NE,250.0,0.25,25.0,43,6,40.11336738419203,1724.8747975202573,1724.8738084366028,40.113393781434645,1724.8759326016898,0.04013637262229785,1.7258640227588073,0.023041452084734227,0.990778482698029
NFL SEA vs NE,250.0,0.25,50.0,42,6,41.06844756000613,1724.8747975202573,1724.8738084366028,41.068474585754515,1724.8759326016898,0.04109200054187637,1.7258640227588073,0.02359005808675171,0.990778482698029
NFL SEA vs NE,250.0,0.25,100.0,42,6,41.06844756000613,1724.8747975202573,1724.8738084366028,41.068474585754515,1724.8759326016898,0.04109200054187637,1.7258640227588073,0.02359005808675171,0.990778482698029
NFL SEA vs NE,250.0,0.25,200.0,42,6,41.06844756000613,1724.8747975202573,1724.8738084366028,41.068474585754515,1724.8759326016898,0.04109200054187637,1.7258640227588073,0.02359005808675171,0.990778482698029
NFL SEA vs NE,250.0,0.5,25.0,43,5,40.16097365518722,1726.9218671730505,1726.9207583528946,40.16100026967251,1726.923011595918,0.04018676088297728,1.7280307179680228,0.023231087789739188,0.9989323389922456
NFL SEA vs NE,250.0,0.5,50.0,42,5,41.11718731364406,1726.9218671730505,1726.9207583528946,41.11721456180757,1726.923011595918,0.04114358852304816,1.7280307179680228,0.02378420892759012,0.9989323389922456
NFL SEA vs NE,250.0,0.5,100.0,42,5,41.11718731364406,1726.9218671730505,1726.9207583528946,41.11721456180757,1726.923011595918,0.04114358852304816,1.7280307179680228,0.02378420892759012,0.9989323389922456
NFL SEA vs NE,250.0,0.5,200.0,42,5,41.11718731364406,1726.9218671730505,1726.9207583528946,41.11721456180757,1726.923011595918,0.04114358852304816,1.7280307179680228,0.02378420892759012,0.9989323389922456
NFL SEA vs NE,250.0,1.0,25.0,43,7,40.16136734275261,1726.9387957383624,1726.9376729538735,40.16139395903983,1726.9399402387126,0.04018747899743306,1.7280615968896216,0.023232662494184108,0.9989999954174055
NFL SEA vs NE,250.0,1.0,50.0,42,7,41.117590374722916,1726.9387957383624,1726.9376729538735,41.11761762473125,1726.9399402387126,0.041144323735467184,1.7280615968896216,0.023785821124998014,0.9989999954174055
NFL SEA vs NE,250.0,1.0,100.0,42,7,41.117590374722916,1726.9387957383624,1726.9376729538735,41.11761762473125,1726.9399402387126,0.041144323735467184,1.7280615968896216,0.023785821124998014,0.9989999954174055
NFL SEA vs NE,250.0,1.0,200.0,42,7,41.117590374722916,1726.9387957383624,1726.9376729538735,41.11761762473125,1726.9399402387126,0.041144323735467184,1.7280615968896216,0.023785821124998014,0.9989999954174055
NFL SEA vs NE,250.0,2.0,25.0,43,8,40.161367373492475,1726.9387970601765,1726.9376740995176,40.16139398977967,1726.9399415605258,0.04018748312082374,1.728061774195421,0.023232662617144906,0.999
NFL SEA vs NE,250.0,2.0,50.0,42,8,41.11759040619468,1726.9387970601765,1726.9376740995176,41.117617656202995,1726.9399415605258,0.041144327957033835,1.728061774195421,0.023785821250886453,0.999
NFL SEA vs NE,250.0,2.0,100.0,42,8,41.11759040619468,1726.9387970601765,1726.9376740995176,41.117617656202995,1726.9399415605258,0.041144327957033835,1.728061774195421,0.023785821250886453,0.999
NFL SEA vs NE,250.0,2.0,200.0,42,8,41.11759040619468,1726.9387970601765,1726.9376740995176,41.117617656202995,1726.9399415605258,0.041144327957033835,1.728061774195421,0.023785821250886453,0.999
NFL SEA vs NE,250.0,5.0,25.0,43,7,40.16136737349235,1726.938797060171,1726.9376740995176,40.16139398978098,1726.9399415605822,0.04018748312213511,1.7280617742518096,0.02323266261714748,0.999
NFL SEA vs NE,250.0,5.0,50.0,42,7,41.11759040619455,1726.938797060171,1726.9376740995176,41.11761765620434,1726.9399415605822,0.04114432795837642,1.7280617742518096,0.023785821250889086,0.999
NFL SEA vs NE,250.0,5.0,100.0,42,7,41.11759040619455,1726.938797060171,1726.9376740995176,41.11761765620434,1726.9399415605822,0.04114432795837642,1.7280617742518096,0.023785821250889086,0.999
NFL SEA vs NE,250.0,5.0,200.0,42,7,41.11759040619455,1726.938797060171,1726.9376740995176,41.11761765620434,1726.9399415605822,0.04114432795837642,1.7280617742518096,0.023785821250889086,0.999
NFL SEA vs NE,500.0,0.25,25.0,43,10,78.98552223786784,3396.377456228317,3376.525239881935,79.6793810038531,3426.213383165683,0.5150458838427213,22.14697300523702,0.022024763309521852,0.9083727646638768
NFL SEA vs NE,500.0,0.25,50.0,42,10,80.86612991019803,3396.377456228317,3376.525239881935,81.57650912299245,3426.213383165683,0.5273088810770719,22.14697300523702,0.022549162435939036,0.9083727646638768
NFL SEA vs NE,500.0,0.25,100.0,42,10,80.86612991019803,3396.377456228317,3376.525239881935,81.57650912299245,3426.213383165683,0.5273088810770719,22.14697300523702,0.022549162435939036,0.9083727646638768
NFL SEA vs NE,500.0,0.25,200.0,42,10,80.86612991019803,3396.377456228317,3376.525239881935,81.57650912299245,3426.213383165683,0.5273088810770719,22.14697300523702,0.022549162435939036,0.9083727646638768
